1033104,酱香鱿鱼,13.0,10331
1033105,乐享顶级梅肉,13.0,10331
1033106,特味特肥牛,14.0,10331
1033201,素铁锅焖面,8.0,10332
1033202,蒜苔肉焖面,12.0,10332
1033203,鸡蛋铁锅焖面,9.0,10332
1033204,孜然铁锅焖面,9.0,10332
1033301,重庆小面,9.0,10333
1033302,酸菜肉丝面,10.0,10333
1033303,茄子肉丁面,10.0,10333
1033304,茄子河粉,10.0,10333
1033305,担担面,12.0,10333
1033306,担担河粉,12.0,10333
1033307,酸辣粉,8.0,10333
1033308,酸辣面,8.0,10333
1033309,大骨高汤菌菇面,10.0,10333
1033310,大骨高汤鱼籽面,12.0,10333
1033311,浓汤排骨面,15.0,10333
1033312,番茄浓汤牛肉面,15.0,10333
1033313,招牌牛肉面,16.0,10333
1033314,招牌牛肉河粉,16.0,10333
1033315,最爱肉酱面,11.0,10333
1033316,杂酱面,12.0,10333
1033317,宜宾燃面,12.0,10333
1033318,咖喱鸡块面,13.0,10333
1033319,招牌碗杂面,13.0,10333
1033320,飘香麻酱拌面,7.0,10333
1033321,飘香麻酱鸡丝拌面,10.0,10333
1033322,飘香麻酱火腿面,10.0,10333
1033323,冰糖（碗）,3.0,10333
1033324,卤蛋,1.2,10333
1050101,馒头,0.5,10501
1050102,米饭,1.0,10501
1050201,花生米,\N,10502
1050202,酸豆角,\N,10502
1050203,干萝卜,\N,10502
1050204,红油皮蛋,\N,10502
1050205,酸辣土豆丝,\N,10502
1050301,酱汁排骨,6.0,10503
1050302,红烧猪脚,6.0,10503
1050303,把子肉,6.0,10503
1050304,梅菜扣肉,6.0,10503
1050305,萝卜牛腩,6.0,10503
1050306,咖喱牛肉,6.0,10503
1050307,萝卜排骨,5.0,10503
1050308,香菇炖鸡,5.0,10503
1050401,红烧鸡腿,5.0,10504
1050402,啤酒鸭,5.0,10504
1050403,梅菜扣肉,5.0,10504
1050404,水煮肉片,5.0,10504
1050405,牙签肉,5.0,10504
1050406,无锡排骨,5.0,10504
1050407,口水鸭,5.0,10504
1050408,酸菜鱼,5.0,10504
1050409,毛血旺,5.0,10504
1050501,辣椒炒肉,\N,10505
1050502,炒三丝,\N,10505
1050503,肉末冬瓜,\N,10505
1050504,木须肉,\N,10505
1050505,肉沫粉丝,\N,10505
1050506,鱼香肉丝,\N,10505
1050507,西红柿炒蛋,\N,10505
1050508,火腿肠炒蛋,\N,10505
1050509,香菇肉片,\N,10505
1050510,蒜黄炒蛋,\N,10505
1050601,西芹炒香干,\N,10506
1050602,芽白炒腐竹,\N,10506
1050603,炒三丁,\N,10506
1050604,红枣蒸南瓜,\N,10506
1050605,苦瓜炒木耳,\N,10506
1050606,家常豆腐,\N,10506
1050701,蒜蓉油麦菜,\N,10507
1050702,剁椒芽白,\N,10507
1050703,麻婆豆腐,\N,10507
1050704,蒜蓉快菜,\N,10507
1050705,土豆丝,\N,10507
1050706,清炒冬瓜片,\N,10507
1050707,蒜蓉小油菜,\N,10507
1050708,清炒豆苗,\N,10507
1050709,菠菜,\N,10507
1050801,卤蛋,1.2,10508
1050802,土豆丝片,2.0,10508
1050803,豆皮,3.0,10508
1050804,腐竹,3.0,10508
1050805,鱼豆腐,3.0,10508
1050806,海带丝,3.0,10508
1050807,莲心藕片,3.0,10508
1050808,粉丝包菜,3.0,10508
1050809,四喜丸子,4.0,10508
1050810,香辣鸡腿,5.0,10508
1050811,牛肉,6.0,10508
1050812,鱿鱼,6.0,10508
1050813,五花肉,6.0,10508
1050814,猪耳朵,6.0,10508
1050815,鸡米花,6.0,10508
1050816,开心鸡骨,6.0,10508
1050817,西芹牛骨,6.0,10508
1050818,迷你肉串,6.0,10508
1050901,金针鸡骨饭,8.5,10509
1050902,八宝酱丁饭,9.0,10509
1050903,一品豆腐饭,9.5,10509
1050904,咖喱鸡米饭,11.0,10509
1050905,香酥鸡饭,13.0,10509
1050906,肉沫茄子饭,10.0,10509
1050907,鱼香肉丝饭,11.0,10509
1050908,香辣鸡丁饭,12.0,10509
1050909,黑椒里脊饭,13.0,10509
1050910,土豆酱汁肉饭,13.0,10509
1050911,梅菜扣肉饭,14.0,10509
1050912,酱汁排骨饭,15.0,10509
1050913,酱汁牛肉饭,16.0,10509
1050914,酸菜小笋肉沫饭,12.0,10509
1050915,香菇烧鸡饭,13.0,10509
1050916,台湾卤肉饭,14.0,10509
1050917,红烧牛肉饭,15.0,10509
1050918,广式腊肠双拼饭,15.0,10509
1051001,龙利鱼单人套餐,15.0,10510
1051002,黑鱼单人套餐,18.0,10510
1051003,龙利鱼双人套餐,24.0,10510
1051004,黑鱼双人套餐,29.0,10510
1051101,鸡蛋面,6.0,10511
1051102,榨菜肉丝面,7.0,10511
1051103,西红柿鸡蛋面,7.0,10511
1051104,菌菇面,8.0,10511
1051105,肉丸面,8.0,10511
1051106,香菇肉丝面,8.0,10511
1051107,梅菜大排面,10.0,10511
1051108,麻辣牛肚面,11.0,10511
1051109,葱香拌面,5.0,10511
1051110,酸辣拌面,6.0,10511
1051111,麻辣拌面,6.0,10511
1051112,麻酱拌面,6.0,10511
1051113,招牌杂酱面,8.0,10511
1051114,肉酱拌面,9.0,10511
1051115,素三鲜,7.0,10511
1051116,土豆鸡块,8.0,10511
1051117,茄香肉丁面,8.0,10511
1051118,红油鸡丁面,9.0,10511
1060101,麻辣烫、麻辣香锅（荤素同价称斤）,18.8,10601
1060201,猪肉大葱水饺（24个）,12.0,10602
1060202,猪肉白菜水饺（24个）,12.0,10602
1060203,猪肉香菇水饺（24个）,12.0,10602
1060204,猪肉酸菜水饺（24个）,12.0,10602
1060205,猪肉茴香水饺（24个）,12.0,10602
1060206,素三鲜水饺（24个）,12.0,10602
1060207,素白菜水饺（24个）,12.0,10602
1060208,牛肉水饺（24个）,15.0,10602
1060209,猪肉三鲜水饺（24个）,15.0,10602
1060301,辣白菜五花肉,15.0,10603
1060302,黑椒培根,13.0,10603
1060303,孜然烤肉,15.0,10603
1060304,辣白菜五花肉,14.0,10603
1060305,香酥鸡排,14.0,10603
1060306,金牌什锦,12.0,10603
1060307,招牌鸡,15.0,10603
1060308,金牌时蔬,10.0,10603
1060309,麻辣鸡丁,14.0,10603
1060310,巨无霸双拼,18.0,10603
1060311,黑椒牛肉,16.0,10603
1060312,黑椒(TODO),14.0,10603
1060313,五花金针菇,16.0,10603
1060314,金牌五花肉,15.0,10603
1060315,鲜虾海苔,16.0,10603
1060316,红酒牛扒,18.0,10603
1060401,锅包肉,6.0,10604
1060402,红炒鳕鱼,3.0,10604
1060403,脆皮烤鸭,6.0,10604
1060404,雪花鸡排,5.0,10604
1060405,烤鸡腿,5.0,10604
1060406,奥尔良鸡腿肉,6.0,10604
1060407,排骨玉米,6.0,10604
1060408,红烧肉,6.0,10604
1060409,干炸蘑菇,5.0,10604
1060410,杏鲍菇炒肉,5.0,10604
1060411,什锦火锅,5.0,10604
1060412,宫保鸡丁,4.0,10604
1060413,木须肉,5.0,10604
1060414,番茄翅根,3.0,10604
1060415,蒜苔炒肉,5.0,10604
1060416,干炸豆干,5.0,10604
1060417,木须柿子,3.0,10604
1060418,素炒青菜,3.0,10604
1060419,香甜玉米粒,3.0,10604
1060420,地三鲜,3.0,10604
1060421,蔬菜丸子,3.0,10604
1060422,红白豆腐,3.0,10604
1060423,西葫鸡蛋,3.0,10604
1060424,土豆丝,3.0,10604
1060425,豆菜,1.0,10604
1060426,爆炒圆白菜,1.0,10604
1060427,蒜蓉油菜,3.0,10604
1060428,冻豆腐白菜,3.0,10604
1060429,木耳炒冬瓜,3.0,10604
1060430,麻辣豆腐,2.0,10604
1060431,家常油饼,2.0,10604
1060432,葱花饼,1.5,10604
1060433,花卷,0.6,10604
1060434,土豆饼,1.5,10604
